city,city_ascii,lat,lng,country,iso3,population
Montenero di Bisaccia,Montenero di Bisaccia,41.9500,14.7833,Italy,ITA,6612
Demopolis,Demopolis,32.4980,-87.8298,United States,USA,6612
Givet,Givet,50.1381,4.8242,France,FRA,6610
Jussara,Jussara,-23.6208,-52.4689,Brazil,BRA,6610
Awjilah,Awjilah,29.1081,21.2869,Libya,LBY,6610
Dalton,Dalton,42.4795,-73.1533,United States,USA,6610
Rānīganj,Raniganj,25.8564,87.9124,India,IND,6609
Cambo-les-Bains,Cambo-les-Bains,43.3578,-1.4017,France,FRA,6609
Fabbrico,Fabbrico,44.8667,10.8000,Italy,ITA,6609
Blanca,Blanca,38.1792,-1.3761,Spain,ESP,6608
Talent,Talent,42.2404,-122.7807,United States,USA,6608
Barro Duro,Barro Duro,-5.8178,-42.5128,Brazil,BRA,6607
Orlov,Orlov,58.5333,48.8833,Russia,RUS,6607
Rives,Rives,45.3508,5.5022,France,FRA,6606
Hamilton,Hamilton,34.1346,-87.9755,United States,USA,6606
Trinity,Trinity,35.8756,-80.0093,United States,USA,6606
Loriol-sur-Drôme,Loriol-sur-Drome,44.7517,4.8225,France,FRA,6605
Rajamäki,Rajamaki,60.5275,24.7500,Finland,FIN,6605
Behren-lès-Forbach,Behren-les-Forbach,49.1739,6.9347,France,FRA,6604
Serra San Bruno,Serra San Bruno,38.5833,16.3333,Italy,ITA,6604
Avetrana,Avetrana,40.3539,17.7358,Italy,ITA,6604
Normandy Park,Normandy Park,47.4343,-122.3436,United States,USA,6604
Peterborough,Peterborough,42.8905,-71.9394,United States,USA,6604
Essex,Essex,41.3499,-72.4146,United States,USA,6604
Marina di Gioiosa Ionica,Marina di Gioiosa Ionica,38.3000,16.3333,Italy,ITA,6603
Holice,Holice,50.0661,15.9860,Czechia,CZE,6603
Saint-Pol-de-Léon,Saint-Pol-de-Leon,48.6853,-3.9864,France,FRA,6603
Verneuil-sur-Avre,Verneuil-sur-Avre,48.7389,0.9278,France,FRA,6602
Bridge City,Bridge City,29.9321,-90.1594,United States,USA,6602
Ploeren,Ploeren,47.6561,-2.8667,France,FRA,6601
Tamanredjo,Tamanredjo,5.7667,-55.0000,Suriname,SUR,6601
Ambridge,Ambridge,40.5922,-80.2265,United States,USA,6601
Kondavīdu,Kondavidu,16.2597,80.2653,India,IND,6600
Florestal,Florestal,-19.8889,-44.4328,Brazil,BRA,6600
Amite City,Amite City,30.7323,-90.5133,United States,USA,6600
Santa Fé do Araguaia,Santa Fe do Araguaia,-7.1569,-48.7208,Brazil,BRA,6599
Catasauqua,Catasauqua,40.6531,-75.4643,United States,USA,6599
Bezopasnoye,Bezopasnoye,45.6376,41.9358,Russia,RUS,6598
Thônes,Thones,45.8822,6.3256,France,FRA,6597
Pan de Azúcar,Pan de Azucar,-34.7757,-55.2247,Uruguay,URY,6597
Mitterteich,Mitterteich,49.9498,12.2442,Germany,DEU,6596
Cocoa West,Cocoa West,28.3595,-80.7712,United States,USA,6595
Guadalix de la Sierra,Guadalix de la Sierra,40.7833,-3.6833,Spain,ESP,6594
Nova Praha,Nova Praha,48.5572,32.8903,Ukraine,UKR,6593
Galaga,Galaga,16.2667,76.8333,India,IND,6592
Zierenberg,Zierenberg,51.3667,9.3000,Germany,DEU,6592
Eichendorf,Eichendorf,48.6333,12.8500,Germany,DEU,6592
Villanueva de la Torre,Villanueva de la Torre,40.5842,-3.3025,Spain,ESP,6591
Marcaria,Marcaria,45.1167,10.5333,Italy,ITA,6591
Diamante,Diamante,-7.4278,-38.2639,Brazil,BRA,6591
São José do Piauí,Sao Jose do Piaui,-6.8719,-41.4750,Brazil,BRA,6591
Forestbrook,Forestbrook,33.7243,-78.9678,United States,USA,6591
Burntisland,Burntisland,56.0600,-3.2310,United Kingdom,GBR,6590
Rheurdt,Rheurdt,51.4667,6.4667,Germany,DEU,6589
Eliot,Eliot,43.1488,-70.7860,United States,USA,6589
La Tronche,La Tronche,45.2064,5.7403,France,FRA,6588
Le Péage-de-Roussillon,Le Peage-de-Roussillon,45.3731,4.7975,France,FRA,6588
Mandadam,Mandadam,16.5194,80.5139,India,IND,6588
Maulbronn,Maulbronn,49.0003,8.8108,Germany,DEU,6588
Dozza,Dozza,44.3590,11.6277,Italy,ITA,6588
Muskoka Falls,Muskoka Falls,45.1264,-79.5580,Canada,CAN,6588.00
Schoorl,Schoorl,52.7014,4.6944,Netherlands,NLD,6586
Bethel,Bethel,60.7928,-161.7917,United States,USA,6586
Ewa Villages,Ewa Villages,21.3418,-158.0390,United States,USA,6585
Kremsmünster,Kremsmunster,48.0550,14.1308,Austria,AUT,6585
Miraflores de la Sierra,Miraflores de la Sierra,40.8114,-3.7686,Spain,ESP,6585
Ilshofen,Ilshofen,49.1703,9.9203,Germany,DEU,6584
Castello d’Argile,Castello d'Argile,44.6811,11.2967,Italy,ITA,6583
Northgate,Northgate,39.2531,-84.5943,United States,USA,6583
Qazaly,Qazaly,45.7628,62.1075,Kazakhstan,KAZ,6582
Lathen,Lathen,52.8667,7.3167,Germany,DEU,6581
Sretensk,Sretensk,52.2500,117.7167,Russia,RUS,6581
Ngaruawahia,Ngaruawahia,-37.6680,175.1470,New Zealand,NZL,6580
Llissá de Vall,Llissa de Vall,41.5936,2.2431,Spain,ESP,6580
Beromünster,Beromunster,47.1997,8.2000,Switzerland,CHE,6580
Eggolsheim,Eggolsheim,49.7708,11.0581,Germany,DEU,6580
Shikama,Shikama,38.5489,140.8500,Japan,JPN,6580
Trysil,Trysil,61.3100,12.3150,Norway,NOR,6580
Santa Cruz,Santa Cruz,-6.5328,-38.0619,Brazil,BRA,6579
Makaryev,Makaryev,57.8833,43.8000,Russia,RUS,6579
Pryazovske,Pryazovske,46.7378,35.6416,Ukraine,UKR,6578
Devon,Devon,53.3633,-113.7322,Canada,CAN,6578
Cosalá,Cosala,24.4125,-106.6917,Mexico,MEX,6577
Digambarpur,Digambarpur,21.9343,88.3876,India,IND,6577
San Marco Evangelista,San Marco Evangelista,41.0333,14.3333,Italy,ITA,6577
Oneonta,Oneonta,33.9392,-86.4929,United States,USA,6577
Ampfing,Ampfing,48.2667,12.4167,Germany,DEU,6576
Mede,Mede,45.1000,8.7333,Italy,ITA,6576
Velden,Velden,48.3667,12.2500,Germany,DEU,6576
Jiaotanzhuang,Jiaotanzhuang,38.5284,113.7500,China,CHN,6576
Saint-Laurent-Blangy,Saint-Laurent-Blangy,50.3025,2.8028,France,FRA,6575
Douar El Gouzal,Douar El Gouzal,34.5019,-4.1567,Morocco,MAR,6575
Mehun-sur-Yèvre,Mehun-sur-Yevre,47.1453,2.2158,France,FRA,6574
Carral,Carral,43.2296,-8.3560,Spain,ESP,6574
Boa Vista do Burica,Boa Vista do Burica,-27.6689,-54.1100,Brazil,BRA,6574
Monte Águila,Monte Aguila,-37.0879,-72.4385,Chile,CHL,6574
Sarayönü,Sarayonu,38.2661,32.4064,Turkey,TUR,6574
Mont Belvieu,Mont Belvieu,29.8524,-94.8784,United States,USA,6574
Nachrodt-Wiblingwerde,Nachrodt-Wiblingwerde,51.3167,7.6500,Germany,DEU,6573
Verkhneye Kazanishche,Verkhneye Kazanishche,42.7306,47.1381,Russia,RUS,6573
South Monrovia Island,South Monrovia Island,34.1234,-117.9958,United States,USA,6572
Saḩam al Jawlān,Saham al Jawlan,32.7811,35.9347,Syria,SYR,6572
Staré Město,Stare Mesto,49.0752,17.4334,Czechia,CZE,6572
Ardavīdu,Ardavidu,15.6833,78.9667,India,IND,6572
Porter,Porter,43.2517,-78.9720,United States,USA,6572
Bhadrapur,Bhadrapur,24.2624,87.9520,India,IND,6571
San Cipriano Picentino,San Cipriano Picentino,40.7167,14.8667,Italy,ITA,6571
Cold Spring,Cold Spring,39.0130,-84.4349,United States,USA,6571
Joaquín Suárez,Joaquin Suarez,-34.7336,-56.0367,Uruguay,URY,6570
Belsur,Belsur,25.3727,87.8300,India,IND,6570
Thal,Thal,47.4664,9.5667,Switzerland,CHE,6570
Hainburg an der Donau,Hainburg an der Donau,48.1478,16.9419,Austria,AUT,6570
Oberengstringen,Oberengstringen,47.4103,8.4633,Switzerland,CHE,6569
San Donaci,San Donaci,40.4500,17.9167,Italy,ITA,6569
Reduto,Reduto,-20.2400,-41.9828,Brazil,BRA,6569
Scriba,Scriba,43.4599,-76.4186,United States,USA,6569
Harvard,Harvard,42.5059,-71.5853,United States,USA,6569
Ban Tak,Ban Tak,17.0500,99.0742,Thailand,THA,6568
Keene,Keene,32.3955,-97.3226,United States,USA,6568
Walnut Ridge,Walnut Ridge,36.0851,-90.9463,United States,USA,6568
Topsfield,Topsfield,42.6373,-70.9425,United States,USA,6568
Ishqoshim,Ishqoshim,36.7248,71.6133,Tajikistan,TJK,6567
Makarov,Makarov,48.6270,142.7800,Russia,RUS,6567
Thompson's Station,Thompson's Station,35.8090,-86.8994,United States,USA,6567
Frouard,Frouard,48.7606,6.1289,France,FRA,6566
Stickney,Stickney,41.8183,-87.7730,United States,USA,6566
Guarda Mor,Guarda Mor,-17.7708,-47.0978,Brazil,BRA,6565
Ohio,Ohio,40.5425,-80.0926,United States,USA,6565
Carnoux-en-Provence,Carnoux-en-Provence,43.2564,5.5644,France,FRA,6564
Pilsting,Pilsting,48.7000,12.6500,Germany,DEU,6564
Voronovytsia,Voronovytsia,49.0989,28.6831,Ukraine,UKR,6564
Green Hill,Green Hill,36.2349,-86.5733,United States,USA,6563
Port Augusta,Port Augusta,-32.4925,137.7658,Australia,AUS,6562
Rossford,Rossford,41.5832,-83.5692,United States,USA,6562
Blackwell,Blackwell,36.8011,-97.3008,United States,USA,6562
Bammental,Bammental,49.3508,8.7758,Germany,DEU,6561
Aridaía,Aridaia,40.9750,22.0583,Greece,GRC,6561
Bom Sucesso,Bom Sucesso,-23.7100,-51.7639,Brazil,BRA,6561
Agapovka,Agapovka,53.2942,59.1344,Russia,RUS,6561
Mindszent,Mindszent,46.5250,20.1850,Hungary,HUN,6560
Bilokurakyne,Bilokurakyne,49.5167,38.7167,Ukraine,UKR,6560
Jœuf,Joeuf,49.2297,6.0089,France,FRA,6559
Contra Costa Centre,Contra Costa Centre,37.9261,-122.0540,United States,USA,6558
Limours,Limours,48.6456,2.0761,France,FRA,6558
Saint-André-des-Eaux,Saint-Andre-des-Eaux,47.3139,-2.3108,France,FRA,6558
Gorle,Gorle,45.7039,9.7192,Italy,ITA,6557
Muxton,Muxton,52.7200,-2.4210,United Kingdom,GBR,6557
Wilhelmsburg,Wilhelmsburg,48.1108,15.6100,Austria,AUT,6557
Outjo,Outjo,-20.1069,16.1503,Namibia,NAM,6557
Fairfield,Fairfield,44.6372,-69.6751,United States,USA,6557
Whetstone,Whetstone,52.5724,-1.1799,United Kingdom,GBR,6556
Mut,Mut,36.6458,33.4375,Turkey,TUR,6556
Lawrence,Lawrence,40.6042,-73.7149,United States,USA,6556
Viriat,Viriat,46.2536,5.2167,France,FRA,6555
Nyírtelek,Nyirtelek,48.0094,21.6322,Hungary,HUN,6555
Nova Aliança,Nova Alianca,-21.0158,-49.4958,Brazil,BRA,6555
Steinenbronn,Steinenbronn,48.6647,9.1225,Germany,DEU,6554
Billinge,Billinge,53.4932,-2.7129,United Kingdom,GBR,6554
Haparanda,Haparanda,65.8342,24.1170,Sweden,SWE,6554
Temozon,Temozon,20.8042,-88.2028,Mexico,MEX,6553
Murr,Murr,48.9636,9.2589,Germany,DEU,6553
San Miguel de Salinas,San Miguel de Salinas,37.9806,-0.7897,Spain,ESP,6553
Trombudo Central,Trombudo Central,-27.2989,-49.7900,Brazil,BRA,6553
Spassk-Ryazanskiy,Spassk-Ryazanskiy,54.4000,40.3833,Russia,RUS,6553
Roslyn Heights,Roslyn Heights,40.7787,-73.6396,United States,USA,6553
Allegheny,Allegheny,40.4583,-78.4768,United States,USA,6553
Condor,Condor,-28.2078,-53.4869,Brazil,BRA,6552
La Verrière,La Verriere,48.7586,1.9622,France,FRA,6551
Algarrobo,Algarrobo,36.7667,-4.0333,Spain,ESP,6551
Gémenos,Gemenos,43.2961,5.6269,France,FRA,6551
Petershausen,Petershausen,48.4103,11.4708,Germany,DEU,6551
Horstmar,Horstmar,52.0806,7.3083,Germany,DEU,6551
Ivanychi,Ivanychi,50.6419,24.3606,Ukraine,UKR,6551
South Hill,South Hill,42.4113,-76.4883,United States,USA,6551
Livigno,Livigno,46.5333,10.1333,Italy,ITA,6550
Tuckahoe,Tuckahoe,40.9530,-73.8230,United States,USA,6549
Changé,Change,47.9878,0.2819,France,FRA,6549
Pollenza,Pollenza,43.2678,13.3481,Italy,ITA,6549
Itambaracá,Itambaraca,-23.0178,-50.4058,Brazil,BRA,6549
Waikoloa Village,Waikoloa Village,19.9285,-155.8185,United States,USA,6549
Cove,Cove,51.2965,-0.7939,United Kingdom,GBR,6548
Northam,Northam,-31.6531,116.6661,Australia,AUS,6548
Weisendorf,Weisendorf,49.6167,10.8333,Germany,DEU,6548
Tsuman,Tsuman,50.8333,25.8833,Ukraine,UKR,6548
Juva,Juva,61.8972,27.8569,Finland,FIN,6548
Keyes,Keyes,37.5618,-120.9088,United States,USA,6548
Cipotânea,Cipotanea,-20.9050,-43.3658,Brazil,BRA,6547
Hiroo,Hiroo,42.2861,143.3117,Japan,JPN,6547
Cumming,Cumming,34.2064,-84.1337,United States,USA,6547
Portage,Portage,40.3868,-78.6746,United States,USA,6546
Shechengtan,Shechengtan,37.1995,112.9408,China,CHN,6546
La Bassée,La Bassee,50.5336,2.8072,France,FRA,6545
Palma,Palma,-21.3750,-42.3139,Brazil,BRA,6545
Montesano sulla Marcellana,Montesano sulla Marcellana,40.2833,15.7000,Italy,ITA,6544
İpsala,Ipsala,40.9181,26.3831,Turkey,TUR,6544
Ribeira de Pena,Ribeira de Pena,41.5167,-7.8000,Portugal,PRT,6544
Kubei,Kubei,45.7925,28.7475,Ukraine,UKR,6544
Trimbach,Trimbach,47.3636,7.9000,Switzerland,CHE,6543
Blatná,Blatna,49.4250,13.8818,Czechia,CZE,6543
Fox Point,Fox Point,43.1581,-87.9013,United States,USA,6543
Montebello Vicentino,Montebello Vicentino,45.4500,11.3833,Italy,ITA,6542
Marineo,Marineo,37.9500,13.4167,Italy,ITA,6541
Slippery Rock,Slippery Rock,41.0695,-80.0580,United States,USA,6541
Clairton,Clairton,40.2976,-79.8853,United States,USA,6541
Oakmont,Oakmont,40.5201,-79.8365,United States,USA,6541
Żmigród,Zmigrod,51.4703,16.9050,Poland,POL,6540
Fairview,Fairview,34.9296,-85.2940,United States,USA,6540
Plaquemine,Plaquemine,30.2834,-91.2429,United States,USA,6539
Laneuveville-devant-Nancy,Laneuveville-devant-Nancy,48.6553,6.2314,France,FRA,6538
Cwmafan,Cwmafan,51.6155,-3.7717,United Kingdom,GBR,6538
Sudova Vyshnya,Sudova Vyshnya,49.7892,23.3722,Ukraine,UKR,6538
Itteville,Itteville,48.5142,2.3419,France,FRA,6537
Ploče,Ploce,43.0525,17.4367,Croatia,HRV,6537
Havelberg,Havelberg,52.8250,12.0744,Germany,DEU,6537
Calatafimi,Calatafimi,37.9000,12.8500,Italy,ITA,6537
Elkin,Elkin,36.2621,-80.8441,United States,USA,6536
Alūksne,Aluksne,57.4239,27.0503,Latvia,LVA,6535
Skelton,Skelton,54.5619,-0.9874,United Kingdom,GBR,6535
Tsiolkovskiy,Tsiolkovskiy,51.7603,128.1212,Russia,RUS,6535
Cândido Godói,Candido Godoi,-27.9519,-54.7519,Brazil,BRA,6535
Cliza,Cliza,-17.5919,-65.9342,Bolivia,BOL,6534
Plattsmouth,Plattsmouth,41.0053,-95.8940,United States,USA,6534
De Queen,De Queen,34.0426,-94.3420,United States,USA,6534
Swanton,Swanton,44.9081,-73.1252,United States,USA,6534
Hapeville,Hapeville,33.6609,-84.4093,United States,USA,6534
Laurence Harbor,Laurence Harbor,40.4489,-74.2494,United States,USA,6534
Wingerworth,Wingerworth,53.2000,-1.4300,United Kingdom,GBR,6533
Tuiuti,Tuiuti,-22.8158,-46.6939,Brazil,BRA,6533
Bánica,Banica,19.0833,-71.6833,Dominican Republic,DOM,6533
Teyá,Teya,41.4986,2.3242,Spain,ESP,6532
Maipādu,Maipadu,14.5000,80.1667,India,IND,6532
Immenstaad am Bodensee,Immenstaad am Bodensee,47.6667,9.3667,Germany,DEU,6532
Neuenstein,Neuenstein,49.2000,9.5833,Germany,DEU,6531
Cellino San Marco,Cellino San Marco,40.4667,17.9667,Italy,ITA,6530
Gonnosfanàdiga,Gonnosfanadiga,39.4933,8.6629,Italy,ITA,6530
Saghyz,Saghyz,48.2364,54.8819,Kazakhstan,KAZ,6530
Barão de Cotegipe,Barao de Cotegipe,-27.6208,-52.3800,Brazil,BRA,6529
Quirihue,Quirihue,-36.2833,-72.5333,Chile,CHL,6529
Diosig,Diosig,47.3000,22.0000,Romania,ROU,6529
Însurăţei,Insuratei,44.9167,27.6000,Romania,ROU,6528
Ban Phon Yai,Ban Phon Yai,17.1821,104.3316,Thailand,THA,6528
Meung-sur-Loire,Meung-sur-Loire,47.8286,1.6983,France,FRA,6527
Phanom Sarakham,Phanom Sarakham,13.7478,101.3553,Thailand,THA,6527
Chalonnes-sur-Loire,Chalonnes-sur-Loire,47.3506,-0.7639,France,FRA,6527
Mae Hong Son,Mae Hong Son,19.3011,97.9700,Thailand,THA,6526
Ceriano Laghetto,Ceriano Laghetto,45.6333,9.0833,Italy,ITA,6526
Conquista,Conquista,-19.9369,-47.5419,Brazil,BRA,6526
Atlantic,Atlantic,41.3957,-95.0138,United States,USA,6526
Mattighofen,Mattighofen,48.1067,13.1494,Austria,AUT,6524
San Vicente de Mont-Alt,San Vicente de Mont-Alt,41.5803,2.5086,Spain,ESP,6523
Marisópolis,Marisopolis,-6.8419,-38.3469,Brazil,BRA,6522
Granby,Granby,43.2918,-76.4408,United States,USA,6522
Castroville,Castroville,36.7650,-121.7535,United States,USA,6521
Wiesendangen,Wiesendangen,47.5222,8.7911,Switzerland,CHE,6521
Felsőzsolca,Felsozsolca,48.1083,20.8556,Hungary,HUN,6521
Vélez Rubio,Velez Rubio,37.6500,-2.0667,Spain,ESP,6521
Haag in Oberbayern,Haag in Oberbayern,48.1620,12.1794,Germany,DEU,6520
Horn,Horn,48.6653,15.6558,Austria,AUT,6520
Beyram,Beyram,27.4306,53.5144,Iran,IRN,6520
Rācherla,Racherla,15.4667,78.9667,India,IND,6518
Knetzgau,Knetzgau,49.9833,10.5500,Germany,DEU,6518
Uffenheim,Uffenheim,49.5438,10.2340,Germany,DEU,6518
Belišće,Belisce,45.6825,18.4069,Croatia,HRV,6518
Strongoli,Strongoli,39.2667,17.0667,Italy,ITA,6518
Luba,Luba,17.3181,120.6952,Philippines,PHL,6518
Yarmouth,Yarmouth,43.8361,-66.1175,Canada,CAN,6518
Leona Vicario,Leona Vicario,20.9922,-87.2028,Mexico,MEX,6517
Melhus,Melhus,63.2856,10.2781,Norway,NOR,6517
Russells Point,Russells Point,40.4680,-83.8939,United States,USA,6517
Martins Ferry,Martins Ferry,40.1014,-80.7253,United States,USA,6517
West View,West View,40.5182,-80.0333,United States,USA,6516
Vairano Patenora,Vairano Patenora,41.3333,14.1333,Italy,ITA,6515
Spinazzola,Spinazzola,40.9667,16.0833,Italy,ITA,6515
Milford,Milford,42.5870,-83.6012,United States,USA,6515
Avallon,Avallon,47.4900,3.9083,France,FRA,6513
Vitorino,Vitorino,-26.2769,-52.7839,Brazil,BRA,6513
Kingston,Kingston,41.4738,-71.5236,United States,USA,6513
Air Force Academy,Air Force Academy,38.9942,-104.8639,United States,USA,6512
De Soto,De Soto,38.9686,-94.9548,United States,USA,6512
Bile,Bile,48.4936,39.0367,Ukraine,UKR,6512
Bécal,Becal,20.4414,-90.0275,Mexico,MEX,6511
Avon,Avon,39.6445,-106.5133,United States,USA,6511
Adis,Adis,29.6919,-7.9856,Morocco,MAR,6511
Mount Maunganui,Mount Maunganui,-37.6430,176.1850,New Zealand,NZL,6510
Luís Domingues,Luis Domingues,-1.2678,-45.8728,Brazil,BRA,6510
Newbridge,Newbridge,51.6700,-3.1360,United Kingdom,GBR,6509
Péronnas,Peronnas,46.1786,5.2028,France,FRA,6509
Gryfów Śląski,Gryfow Slaski,51.0280,15.4148,Poland,POL,6509
Duttalūru,Duttaluru,14.8526,79.4046,India,IND,6509
Kerekegyháza,Kerekegyhaza,46.9369,19.4769,Hungary,HUN,6509
Condom,Condom,43.9575,0.3725,France,FRA,6508
Salem,Salem,40.4071,-79.5141,United States,USA,6508
Naples Manor,Naples Manor,26.0892,-81.7254,United States,USA,6507
Osterburken,Osterburken,49.4308,9.4261,Germany,DEU,6507
Nishiharadai,Nishiharadai,32.8347,130.9031,Japan,JPN,6507
Arbucias,Arbucias,41.8161,2.5142,Spain,ESP,6507
Heathcote,Heathcote,40.3908,-74.5756,United States,USA,6507
Yass,Yass,-34.8203,148.9136,Australia,AUS,6506
Rittman,Rittman,40.9736,-81.7849,United States,USA,6506
Bangor Base,Bangor Base,47.7227,-122.7146,United States,USA,6506
Sokolé,Sokole,14.8347,5.7036,Niger,NER,6506
Rodenberg,Rodenberg,52.3128,9.3594,Germany,DEU,6505
Oberding,Oberding,48.3167,11.8500,Germany,DEU,6505
Piikkiö,Piikkio,60.4250,22.5167,Finland,FIN,6505
Dayr al Jarnūs,Dayr al Jarnus,28.6100,30.7067,Egypt,EGY,6504
Strathalbyn,Strathalbyn,-35.2667,138.9000,Australia,AUS,6504
Herrera,Herrera,37.3667,-4.8333,Spain,ESP,6504
Anadarko,Anadarko,35.0652,-98.2441,United States,USA,6504
Villers-le-Bouillet,Villers-le-Bouillet,50.5833,5.2667,Belgium,BEL,6503
Xındırıstan,Xindiristan,40.1214,47.1075,Azerbaijan,AZE,6502
Labruguière,Labruguiere,43.5392,2.2633,France,FRA,6502
Lehliu-Gară,Lehliu-Gara,44.4386,26.8533,Romania,ROU,6502
Ras Ijerri,Ras Ijerri,33.7833,-5.7167,Morocco,MAR,6502
Épône,Epone,48.9558,1.8153,France,FRA,6500
Ventrapragada,Ventrapragada,16.4425,80.9086,India,IND,6500
Danbury,Danbury,51.7150,0.5820,United Kingdom,GBR,6500
Schriever,Schriever,29.7334,-90.8310,United States,USA,6500
Tangstedt,Tangstedt,53.7353,10.0867,Germany,DEU,6499
Jaraiz de la Vera,Jaraiz de la Vera,40.0603,-5.7550,Spain,ESP,6499
Morro do Chapéu,Morro do Chapeu,-3.7428,-42.3119,Brazil,BRA,6499
Pontenure,Pontenure,45.0000,9.7833,Italy,ITA,6499
Nilsiä,Nilsia,63.2042,28.0833,Finland,FIN,6499
Harrah,Harrah,35.4779,-97.1857,United States,USA,6499
Monticello,Monticello,36.8404,-84.8506,United States,USA,6499
Neckartenzlingen,Neckartenzlingen,48.5892,9.2461,Germany,DEU,6498
Herdorf,Herdorf,50.7775,7.9547,Germany,DEU,6498
Novo Oriente,Novo Oriente,-6.4489,-41.9389,Brazil,BRA,6498
Williamston,Williamston,42.6835,-84.2836,United States,USA,6498
Homeacre-Lyndora,Homeacre-Lyndora,40.8721,-79.9211,United States,USA,6498
Isenbüttel,Isenbuttel,52.4358,10.5794,Germany,DEU,6496
Kyādgeri,Kyadgeri,16.2319,76.9553,India,IND,6496
Pratt,Pratt,37.6764,-98.7451,United States,USA,6496
Basehor,Basehor,39.1332,-94.9333,United States,USA,6496
Silacayoápam,Silacayoapam,17.5000,-98.1333,Mexico,MEX,6495
Geneseo,Geneseo,41.4508,-90.1540,United States,USA,6495
Darkan,Darkan,42.3097,77.8856,Kyrgyzstan,KGZ,6495
Schwabhausen bei Dachau,Schwabhausen bei Dachau,48.2833,11.3333,Germany,DEU,6494
That Phanom,That Phanom,16.9364,104.7103,Thailand,THA,6494
Severance,Severance,40.5270,-104.8642,United States,USA,6494
Ocean Shores,Ocean Shores,46.9685,-124.1521,United States,USA,6494
Orindiúva,Orindiuva,-20.1819,-49.3508,Brazil,BRA,6493
Prospect Park,Prospect Park,39.8858,-75.3074,United States,USA,6492
Gallneukirchen,Gallneukirchen,48.3531,14.4158,Austria,AUT,6492
Hermeskeil,Hermeskeil,49.6572,6.9489,Germany,DEU,6492
Doutor Severiano,Doutor Severiano,-6.0939,-38.3750,Brazil,BRA,6492
La Habra Heights,La Habra Heights,33.9602,-117.9510,United States,USA,6492
Ambler,Ambler,40.1564,-75.2215,United States,USA,6491
Kāvūru,Kavuru,16.1333,80.1167,India,IND,6491
Villares de la Reina,Villares de la Reina,41.0028,-5.6333,Spain,ESP,6491
Bučovice,Bucovice,49.1490,17.0019,Czechia,CZE,6491
Röhrmoos,Rohrmoos,48.3333,11.4833,Germany,DEU,6490
Lachendorf,Lachendorf,52.6167,10.2500,Germany,DEU,6490
San Ramón,San Ramon,-13.2672,-64.6172,Bolivia,BOL,6490
East Rochester,East Rochester,43.1120,-77.4869,United States,USA,6490
Gācha,Gacha,22.7063,88.9198,India,IND,6489
Mulvane,Mulvane,37.4788,-97.2724,United States,USA,6489
Bogatić,Bogatic,44.8333,19.4833,Serbia,SRB,6488
Cormontreuil,Cormontreuil,49.2228,4.0519,France,FRA,6488
Camilla,Camilla,31.2337,-84.2089,United States,USA,6488
Lynchburg,Lynchburg,35.2846,-86.3587,United States,USA,6488
Hillandale,Hillandale,39.0254,-76.9751,United States,USA,6487
Kandgal,Kandgal,15.9568,76.2734,India,IND,6486
Douar Tassila Imassouane,Douar Tassila Imassouane,31.1386,-9.6092,Morocco,MAR,6486
Yar-Sale,Yar-Sale,66.8653,70.8378,Russia,RUS,6486
Eibiswald,Eibiswald,46.6867,15.2472,Austria,AUT,6485
Lipany,Lipany,49.1528,20.9619,Slovakia,SVK,6484
Buia,Buia,46.2167,13.1333,Italy,ITA,6484
Bahman,Bahman,31.1942,52.4839,Iran,IRN,6484
Lassance,Lassance,-17.8869,-44.5778,Brazil,BRA,6484
Stratmoor,Stratmoor,38.7732,-104.7787,United States,USA,6484
Derendingen,Derendingen,47.1919,7.5899,Switzerland,CHE,6483
Slatyne,Slatyne,50.2161,36.1525,Ukraine,UKR,6483
Lat Yao,Lat Yao,15.7543,99.7808,Thailand,THA,6483
São Francisco de Oliveira,Sao Francisco de Oliveira,-20.7100,-44.9850,Brazil,BRA,6483
Granville,Granville,43.4188,-73.3086,United States,USA,6483
Cobadin,Cobadin,44.0627,28.2349,Romania,ROU,6483
Würenlos,Wurenlos,47.4418,8.3647,Switzerland,CHE,6482
Bagrationovsk,Bagrationovsk,54.3833,20.6333,Russia,RUS,6482
Iacri,Iacri,-21.8583,-50.6894,Brazil,BRA,6481
Maddipādu,Maddipadu,15.6222,80.0230,India,IND,6480
Bolzano Vicentino,Bolzano Vicentino,45.6000,11.6167,Italy,ITA,6480
Verzuolo,Verzuolo,44.6000,7.4833,Italy,ITA,6480
Cinquefrondi,Cinquefrondi,38.4167,16.1000,Italy,ITA,6480
Orgeval,Orgeval,48.9206,1.9758,France,FRA,6479
Montauroux,Montauroux,43.6183,6.7653,France,FRA,6479
Buena Vista,Buena Vista,37.7319,-79.3569,United States,USA,6478
Benningen am Neckar,Benningen am Neckar,48.9450,9.2425,Germany,DEU,6477
Duanesburg,Duanesburg,42.7799,-74.1805,United States,USA,6477
Prairie du Chien,Prairie du Chien,43.0429,-91.1373,United States,USA,6477
Juti,Juti,-22.8608,-54.6028,Brazil,BRA,6476
Silver Lake,Silver Lake,34.1408,-77.9090,United States,USA,6476
Moyá,Moya,41.8131,2.0971,Spain,ESP,6474
Irvington,Irvington,41.0349,-73.8661,United States,USA,6473
Prestonsburg,Prestonsburg,37.6816,-82.7662,United States,USA,6473
Friedland,Friedland,53.6590,13.5397,Germany,DEU,6472
Hamilton,Hamilton,42.7897,-75.4940,United States,USA,6472
